SKU_ID,Category,ABC_Class,Supplier_Name,Warehouse_Location,Received_Date,Last_Purchase_Date,Stock_Age_Days,Quantity_On_Hand,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Reorder_Point,Safety_Stock,Lead_Time_Days,Total_Inventory_Value_USD,Supplier_OnTime_Pct,Inventory_Status,Inventory_Risk,Days_Of_Inventory,Purchase_Year,Purchase_Month,Purchase_Day
SKU_10228,Bakery,B,Global Retail Supply,Bangalore Warehouse,2023-02-18 00:00:00,2023-04-04,168,494.0,20,8,27.72,1076.42,114,87,8.0,42719.61,95.36,Critical,High Risk,17.82106782106782,2023,April,4
SKU_12922,Household,B,Urban Wholesale,Kolkata Warehouse,2023-02-15 00:00:00,2023-03-16,157,481.0,17,5,24.79,935.1,85,42,10.0,41592.65,88.58,Critical,High Risk,19.402985074626866,2023,March,16
SKU_11352,Produce,B,Urban Wholesale,Bangalore Warehouse,2023-01-25 00:00:00,2023-04-16,19,484.0,3,13,16.4,638.27,99,58,11.0,13589.77,97.65,Overstock,Low Risk,29.512195121951223,2023,April,16
SKU_16553,Snacks,A,Metro Supply Co,Kolkata Warehouse,2023-11-26 00:00:00,2024-01-03,96,434.0,12,3,18.29,632.36,92,77,11.0,30034.11,97.38,Critical,High Risk,23.728813559322035,2024,January,3
SKU_13226,Frozen Foods,C,NextGen Traders,Chennai Warehouse,2024-09-18 00:00:00,2024-11-30,170,534.0,11,6,45.64,1251.32,106,91,10.0,29647.76,97.15,Low Stock,High Risk,11.700262927256793,2024,November,30
SKU_15143,Dairy,A,Prime Distribution,Bangalore Warehouse,2024-11-25 00:00:00,2025-01-04,256,400.0,12,9,29.91,779.3,109,72,15.0,19773.51,90.62,Normal,Low Risk,13.373453694416582,2025,January,4
SKU_14645,Frozen Foods,C,Prime Distribution,Kolkata Warehouse,2024-09-07 00:00:00,2024-11-06,114,501.0,12,0,44.06,1500.14,144,52,4.0,13688.87,83.44,Critical,High Risk,11.370857921016794,2024,November,6
SKU_13997,Bakery,A,Prime Distribution,Delhi Warehouse,2025-02-11 00:00:00,2025-03-10,212,311.0,3,10,39.05,1154.99,154,59,16.0,30364.41,92.18,Low Stock,High Risk,7.96414852752881,2025,March,10
SKU_14149,Dairy,B,Metro Supply Co,Delhi Warehouse,2024-09-18 00:00:00,2024-10-18,187,445.0,6,3,45.18,1545.76,123,73,2.0,39317.12,84.51,Overstock,Low Risk,9.849490925188137,2024,October,18
SKU_12432,Personal Care,B,FreshMart Suppliers,Bangalore Warehouse,2024-12-15 00:00:00,2025-03-18,244,359.0,11,6,33.67,845.4,110,69,10.0,29986.64,88.81,Critical,High Risk,10.662310662310661,2025,March,18
SKU_11379,Household,A,Global Retail Supply,Chennai Warehouse,2025-03-13 00:00:00,2025-05-10,131,602.0,12,13,41.07,1596.81,64,86,10.0,51897.17,83.11,Low Stock,High Risk,14.657901144387631,2025,May,10
SKU_16490,Produce,A,Prime Distribution,Delhi Warehouse,2025-02-01 00:00:00,2025-02-17,393,378.0,13,5,45.13,1541.63,137,79,15.0,25756.53,95.04,Normal,Low Risk,8.375803235098603,2025,February,17
SKU_14741,Personal Care,A,Urban Wholesale,Kolkata Warehouse,2024-08-12 00:00:00,2024-10-20,115,382.0,9,1,17.38,367.76,135,79,11.0,43566.32,92.86,Low Stock,High Risk,21.979286536248562,2024,October,20
SKU_11559,Produce,A,FreshMart Suppliers,Kolkata Warehouse,2023-04-20 00:00:00,2023-08-04,132,486.0,5,7,34.65,795.54,104,39,9.0,19833.55,95.32,Overstock,Low Risk,14.025974025974026,2023,August,4
SKU_11795,Frozen Foods,C,Prime Distribution,Delhi Warehouse,2024-05-23 00:00:00,2024-05-27,348,367.0,12,6,18.28,440.39,105,38,10.0,27616.13,87.67,Critical,High Risk,20.076586433260392,2024,May,27
SKU_14839,Produce,A,Metro Supply Co,Delhi Warehouse,2023-11-25 00:00:00,2024-03-08,235,424.0,15,10,44.63,1426.57,129,43,8.0,31211.31,90.0,Overstock,Low Risk,9.500336096795877,2024,March,8
SKU_13740,Snacks,A,Metro Supply Co,Mumbai Warehouse,2023-01-26 00:00:00,2023-02-13,108,311.0,15,9,53.9,1363.67,125,57,8.0,5722.02,97.77,Critical,High Risk,5.769944341372913,2023,February,13
SKU_11728,Dairy,C,Metro Supply Co,Kolkata Warehouse,2023-05-24 00:00:00,2023-07-09,131,581.0,6,10,36.62,1337.71,70,41,9.0,46690.04,85.16,Overstock,Low Risk,15.86564718732933,2023,July,9
SKU_13139,Personal Care,A,Global Retail Supply,Chennai Warehouse,2023-02-12 00:00:00,2023-06-09,245,456.0,18,6,31.38,1243.88,107,53,8.0,9917.22,88.99,Overstock,Low Risk,14.531548757170173,2023,June,9
SKU_11354,Snacks,B,Urban Wholesale,Kolkata Warehouse,2025-01-28 00:00:00,2025-03-21,260,434.0,15,10,30.65,1074.78,77,65,5.0,42383.9,84.92,Low Stock,High Risk,14.159869494290376,2025,March,21
SKU_12687,Produce,B,FreshMart Suppliers,Chennai Warehouse,2023-11-09 00:00:00,2023-12-30,213,424.0,12,8,27.08,1053.97,107,99,18.0,49194.67,88.25,Critical,High Risk,15.657311669128509,2023,December,30
SKU_10254,Bakery,B,Prime Distribution,Bangalore Warehouse,2023-06-23 00:00:00,2023-07-11,90,368.0,6,2,34.17,867.18,74,75,10.0,16698.92,84.48,Critical,High Risk,10.76968100673105,2023,July,11
SKU_13656,Beverages,B,FreshMart Suppliers,Chennai Warehouse,2023-09-28 00:00:00,2024-01-08,32,548.0,8,13,38.66,1227.3,47,77,6.0,11760.21,90.37,Low Stock,High Risk,14.174857734092086,2024,January,8
SKU_11212,Beverages,C,Prime Distribution,Kolkata Warehouse,2024-02-12 00:00:00,2024-02-18,34,658.0,13,9,25.15,1003.86,137,45,13.0,59111.42,86.66,Critical,High Risk,26.16302186878728,2024,February,18
SKU_12095,Snacks,C,FreshMart Suppliers,Bangalore Warehouse,2024-05-04 00:00:00,2024-05-22,97,516.0,10,16,30.62,805.57,93,68,7.0,31681.35,85.03,Low Stock,High Risk,16.851730894839974,2024,May,22
SKU_10221,Household,A,Global Retail Supply,Kolkata Warehouse,2024-01-20 00:00:00,2024-01-31,339,456.0,13,12,34.0,1144.26,113,42,7.0,38989.29,91.17,Critical,High Risk,13.411764705882353,2024,January,31
SKU_15228,Bakery,A,FreshMart Suppliers,Delhi Warehouse,2025-02-01 00:00:00,2025-05-01,43,183.0,9,9,23.8,736.27,164,68,9.0,18262.81,88.22,Normal,Low Risk,7.6890756302521,2025,May,1
SKU_14951,Dairy,A,Urban Wholesale,Chennai Warehouse,2024-05-29 00:00:00,2024-06-16,327,553.0,0,9,32.1,757.66,97,44,2.0,36151.36,98.55,Critical,High Risk,17.227414330218068,2024,June,16
SKU_10065,Produce,B,Prime Distribution,Kolkata Warehouse,2024-03-21 00:00:00,2024-04-13,280,324.0,9,3,29.46,1021.55,84,99,10.0,37738.98,86.59,Overstock,Low Risk,10.9979633401222,2024,April,13
SKU_14527,Produce,C,Global Retail Supply,Kolkata Warehouse,2024-11-26 00:00:00,2025-02-04,182,380.0,13,11,30.69,711.54,94,38,9.0,21531.69,88.21,Low Stock,High Risk,12.381883349625285,2025,February,4
SKU_11840,Household,A,FreshMart Suppliers,Mumbai Warehouse,2023-12-11 00:00:00,2024-03-10,314,456.0,0,3,36.7,946.27,124,55,11.0,13249.84,92.75,Critical,High Risk,12.425068119891007,2024,March,10
SKU_15219,Produce,A,Urban Wholesale,Bangalore Warehouse,2023-10-28 00:00:00,2024-01-19,345,216.0,6,6,32.14,788.98,118,94,8.0,18377.55,93.14,Critical,High Risk,6.72059738643435,2024,January,19
SKU_12202,Personal Care,C,Metro Supply Co,Chennai Warehouse,2024-08-15 00:00:00,2024-08-23,60,323.0,16,4,31.75,1040.84,110,52,12.0,17727.46,82.62,Overstock,Low Risk,10.173228346456693,2024,August,23
SKU_13299,Dairy,C,FreshMart Suppliers,Chennai Warehouse,2024-03-13 00:00:00,2024-05-13,311,415.0,0,7,35.32,985.55,113,66,8.0,36126.64,83.53,Overstock,Low Risk,11.749716874292186,2024,May,13
SKU_12881,Snacks,C,Metro Supply Co,Mumbai Warehouse,2024-05-07 00:00:00,2024-08-22,361,321.0,10,8,37.62,1010.77,172,57,13.0,27594.12,97.19,Critical,High Risk,8.532695374800639,2024,August,22
SKU_11882,Dairy,B,FreshMart Suppliers,Kolkata Warehouse,2024-02-19 00:00:00,2023-12-20,349,498.0,15,7,54.89,1758.81,102,64,10.0,48791.03,83.64,Critical,High Risk,9.072690836217891,2023,December,20
SKU_11545,Bakery,C,Global Retail Supply,Chennai Warehouse,2023-11-03 00:00:00,2023-12-21,115,379.0,10,8,34.96,715.89,171,40,9.0,25657.01,94.76,Low Stock,High Risk,10.84096109839817,2023,December,21
SKU_13008,Produce,B,FreshMart Suppliers,Bangalore Warehouse,2025-01-03 00:00:00,2025-02-28,5,502.0,6,7,23.51,581.85,174,41,8.0,15765.4,96.86,Normal,Low Risk,21.3526159081242,2025,February,28
SKU_13504,Bakery,C,Urban Wholesale,Chennai Warehouse,2024-05-28 00:00:00,2024-06-29,304,400.0,19,8,43.06,905.52,124,38,11.0,18032.21,87.6,Critical,High Risk,9.289363678588016,2024,June,29
SKU_11499,Produce,A,Urban Wholesale,Chennai Warehouse,2024-12-26 00:00:00,2025-03-04,219,337.0,6,6,20.13,764.01,122,84,10.0,18725.54,91.24,Critical,High Risk,16.74118231495281,2025,March,4
SKU_14420,Beverages,B,Metro Supply Co,Delhi Warehouse,2025-01-12 00:00:00,2025-02-15,298,313.0,4,5,41.2,1036.11,78,65,7.0,22577.37,89.75,Low Stock,High Risk,7.597087378640776,2025,February,15
SKU_13441,Frozen Foods,C,Metro Supply Co,Chennai Warehouse,2025-02-02 00:00:00,2025-02-07,253,323.0,13,14,12.83,320.14,117,40,9.0,33843.29,98.18,Overstock,Low Risk,25.175370226032737,2025,February,7
SKU_11144,Household,A,Prime Distribution,Delhi Warehouse,2024-02-23 00:00:00,2024-03-02,287,382.0,15,6,39.31,1241.86,116,58,8.0,9975.47,97.25,Overstock,Low Risk,9.717629102009667,2024,March,2
SKU_15648,Household,C,Metro Supply Co,Chennai Warehouse,2024-07-04 00:00:00,2024-07-27,395,347.0,6,6,46.79,1008.0,110,53,7.0,21211.55,94.64,Low Stock,High Risk,7.416114554391965,2024,July,27
SKU_14172,Bakery,B,NextGen Traders,Delhi Warehouse,2023-10-06 00:00:00,2023-12-28,368,382.0,6,5,26.29,860.24,162,73,13.0,37401.49,92.72,Normal,Low Risk,14.530239634842145,2023,December,28
SKU_11371,Snacks,B,Metro Supply Co,Chennai Warehouse,2023-07-05 00:00:00,2023-07-09,50,415.0,12,6,13.02,429.51,158,63,8.0,28422.29,84.03,Critical,High Risk,31.87403993855607,2023,July,9
SKU_10994,Snacks,A,Global Retail Supply,Delhi Warehouse,2024-04-04 00:00:00,2024-04-14,140,740.0,10,12,37.32,823.97,134,53,10.0,82477.37,93.25,Overstock,Low Risk,19.828510182207932,2024,April,14
SKU_12441,Dairy,A,Metro Supply Co,Chennai Warehouse,2023-09-09 00:00:00,2023-11-01,142,199.0,15,0,15.16,362.02,135,70,8.0,21482.74,87.07,Normal,Low Risk,13.12664907651715,2023,November,1
SKU_11242,Beverages,B,Prime Distribution,Bangalore Warehouse,2024-12-03 00:00:00,2025-01-31,221,415.0,14,17,21.0,424.87,116,36,14.0,35146.08,93.39,Normal,Low Risk,19.761904761904763,2025,January,31
SKU_15963,Personal Care,B,Prime Distribution,Delhi Warehouse,2024-03-24 00:00:00,2024-04-14,22,273.0,1,8,43.54,1238.36,121,32,8.0,29128.35,96.96,Normal,Low Risk,6.270096463022508,2024,April,14
SKU_12303,Personal Care,B,Metro Supply Co,Mumbai Warehouse,2023-12-20 00:00:00,2024-02-13,204,274.0,13,3,43.24,1540.13,120,86,13.0,27182.26,90.52,Low Stock,High Risk,6.3367252543940795,2024,February,13
SKU_10376,Household,A,Global Retail Supply,Chennai Warehouse,2024-03-20 00:00:00,2024-07-12,255,443.0,11,14,45.72,1542.39,125,78,6.0,14019.41,98.93,Normal,Low Risk,9.68941382327209,2024,July,12
SKU_10543,Dairy,C,Metro Supply Co,Chennai Warehouse,2024-09-02 00:00:00,2024-10-02,249,227.0,3,8,26.07,641.8,135,60,4.0,4689.96,83.35,Overstock,Low Risk,8.707326428845416,2024,October,2
SKU_12833,Snacks,B,NextGen Traders,Chennai Warehouse,2024-04-04 00:00:00,2023-05-11,51,454.0,18,7,33.78,888.01,156,58,14.0,30037.8,85.28,Normal,Low Risk,13.439905269390172,2023,May,11
SKU_14317,Bakery,C,Global Retail Supply,Kolkata Warehouse,2025-02-09 00:00:00,2025-05-30,196,557.0,7,12,33.24,962.3,81,5,10.0,42703.25,82.44,Critical,High Risk,16.756919374247893,2025,May,30
SKU_10755,Frozen Foods,C,Prime Distribution,Bangalore Warehouse,2025-03-31 00:00:00,2025-06-01,158,469.0,3,13,28.95,752.93,147,91,11.0,55523.5,93.63,Normal,Low Risk,16.20034542314335,2025,June,1
SKU_10291,Dairy,B,Global Retail Supply,Delhi Warehouse,2023-04-02 00:00:00,2023-07-05,158,358.0,9,0,28.05,836.7795233463036,107,49,10.0,10212.51,88.25,Normal,Low Risk,12.762923351158644,2023,July,5
SKU_10764,Bakery,A,Urban Wholesale,Mumbai Warehouse,2024-04-27 00:00:00,2024-04-30,296,180.0,10,10,38.75,1441.34,125,83,8.0,13984.75,85.42,Normal,Low Risk,4.645161290322581,2024,April,30
SKU_16348,Household,B,FreshMart Suppliers,Delhi Warehouse,2023-09-09 00:00:00,2023-12-26,101,375.0,10,10,27.47,1081.05,131,72,7.0,29201.9,90.37,Normal,Low Risk,13.651255915544231,2023,December,26
SKU_12669,Personal Care,A,FreshMart Suppliers,Kolkata Warehouse,2024-09-19 00:00:00,2024-11-14,262,467.0,10,11,33.11,991.44,117,52,9.0,18066.32,89.61,Normal,Low Risk,14.104500151011779,2024,November,14
SKU_16124,Frozen Foods,B,Urban Wholesale,Delhi Warehouse,2024-06-03 00:00:00,2024-07-24,164,397.0,8,7,47.57,1762.85,93,21,8.0,17831.04,88.47,Overstock,Low Risk,8.345595963842758,2024,July,24
SKU_13544,Dairy,A,FreshMart Suppliers,Kolkata Warehouse,2023-03-28 00:00:00,2023-05-03,264,576.0,8,12,35.72,1193.78,74,59,8.0,37637.5,93.86,Overstock,Low Risk,16.12541993281075,2023,May,3
SKU_10177,Bakery,C,FreshMart Suppliers,Delhi Warehouse,2023-03-09 00:00:00,2023-04-18,215,615.0,8,7,29.18,815.97,89,47,6.0,56043.24,90.14,Overstock,Low Risk,21.07607950651131,2023,April,18
SKU_14502,Frozen Foods,B,Prime Distribution,Delhi Warehouse,2025-04-13 00:00:00,2025-05-26,104,616.0,9,8,26.25,834.97,123,36,7.0,33389.14,83.97,Normal,Low Risk,23.466666666666665,2025,May,26
SKU_16531,Dairy,C,Metro Supply Co,Mumbai Warehouse,2023-06-15 00:00:00,2023-10-09,400,372.0,13,5,25.11,725.65,118,107,9.0,13153.37,96.05,Overstock,Low Risk,14.814814814814815,2023,October,9
SKU_10812,Household,A,NextGen Traders,Delhi Warehouse,2023-09-09 00:00:00,2023-12-03,311,352.0,2,13,30.02,1190.61,81,56,10.0,18601.88,89.82,Normal,Low Risk,11.7255163224517,2023,December,3
SKU_11335,Household,C,Metro Supply Co,Delhi Warehouse,2023-05-26 00:00:00,2023-09-11,386,400.0,11,10,41.09,1381.1,110,66,11.0,38857.18,85.38,Normal,Low Risk,9.734728644439036,2023,September,11
SKU_13263,Beverages,A,Prime Distribution,Mumbai Warehouse,2023-03-12 00:00:00,2023-03-22,202,487.0,18,11,51.06,1444.05,113,47,10.0,27702.18,83.73,Normal,Low Risk,9.537798668233451,2023,March,22
SKU_10501,Produce,C,Metro Supply Co,Delhi Warehouse,2024-08-21 00:00:00,2024-09-06,302,412.0,12,5,47.21,1317.92,93,94,4.0,17631.59,98.47,Overstock,Low Risk,8.72696462613853,2024,September,6
SKU_11161,Snacks,A,FreshMart Suppliers,Kolkata Warehouse,2024-12-17 00:00:00,2025-01-04,265,306.0,9,9,32.27,1118.76,137,65,15.0,28096.36,92.02,Overstock,Low Risk,9.482491478153083,2025,January,4
SKU_15827,Dairy,C,FreshMart Suppliers,Bangalore Warehouse,2023-02-01 00:00:00,2023-04-30,174,383.0,9,19,30.97,1093.85,129,58,13.0,22221.97,82.82,Overstock,Low Risk,12.366806587019697,2023,April,30
SKU_15499,Dairy,A,FreshMart Suppliers,Chennai Warehouse,2025-04-12 00:00:00,2025-06-21,202,460.0,12,6,33.41,1225.03,134,61,12.0,20881.9,83.18,Overstock,Low Risk,13.768332834480695,2025,June,21
SKU_16041,Snacks,C,Metro Supply Co,Mumbai Warehouse,2025-02-08 00:00:00,2025-05-13,184,365.0,10,6,33.9,1173.0,97,88,6.0,17133.08,97.34,Critical,High Risk,10.766961651917404,2025,May,13
SKU_10747,Snacks,B,NextGen Traders,Chennai Warehouse,2024-01-18 00:00:00,2024-04-03,19,534.0,19,10,24.44,942.97,112,66,16.0,15389.42,87.5,Critical,High Risk,21.849427168576103,2024,April,3
SKU_16208,Personal Care,B,FreshMart Suppliers,Kolkata Warehouse,2023-08-31 00:00:00,2023-12-13,275,243.0,7,7,36.95,870.05,163,61,10.0,16776.98,88.23,Normal,Low Risk,6.576454668470906,2023,December,13
SKU_12887,Frozen Foods,B,FreshMart Suppliers,Bangalore Warehouse,2025-02-25 00:00:00,2025-05-15,360,236.0,11,8,32.9,1222.96,108,100,7.0,5542.31,88.88,Low Stock,High Risk,7.173252279635259,2025,May,15
SKU_11047,Snacks,A,Prime Distribution,Bangalore Warehouse,2024-04-15 00:00:00,2024-08-12,97,363.0,24,10,58.69,1873.26,161,64,10.0,10498.62,86.8,Low Stock,High Risk,6.185040040892827,2024,August,12
SKU_16391,Household,B,FreshMart Suppliers,Kolkata Warehouse,2023-02-28 00:00:00,2023-03-08,210,464.0,3,8,22.01,577.03,155,84,9.0,32469.91,92.29,Overstock,Low Risk,21.081326669695592,2023,March,8
SKU_14274,Dairy,A,Prime Distribution,Mumbai Warehouse,2024-02-19 00:00:00,2024-07-25,222,229.0,8,6,24.83,580.75,103,57,8.0,9382.01,98.79,Normal,Low Risk,9.222714458316553,2024,July,25
SKU_14190,Produce,B,FreshMart Suppliers,Bangalore Warehouse,2023-10-07 00:00:00,2024-02-04,77,485.0,6,14,35.07,794.35,107,71,10.0,56604.2,88.15,Critical,High Risk,13.829483889364129,2024,February,4
SKU_16229,Dairy,B,Metro Supply Co,Chennai Warehouse,2024-10-01 00:00:00,2025-01-02,335,353.0,18,8,20.61,511.96,68,62,10.0,20015.27,96.87,Low Stock,High Risk,17.12760795730228,2025,January,2
SKU_14885,Snacks,B,Prime Distribution,Kolkata Warehouse,2024-04-04 00:00:00,2024-11-25,102,376.0,5,9,30.02,650.38,130,21,11.0,33407.89,97.07,Low Stock,High Risk,12.524983344437041,2024,November,25
SKU_11883,Household,C,Metro Supply Co,Mumbai Warehouse,2023-05-22 00:00:00,2023-07-17,249,285.0,8,8,30.68,776.98,193,43,13.0,9860.24,92.25,Critical,High Risk,9.289439374185138,2023,July,17
SKU_15253,Bakery,C,NextGen Traders,Delhi Warehouse,2023-03-14 00:00:00,2023-06-07,12,264.0,9,10,28.12,594.65,143,74,13.0,16260.19,87.58,Low Stock,High Risk,9.388335704125177,2023,June,7
SKU_10168,Dairy,C,Prime Distribution,Bangalore Warehouse,2023-03-23 00:00:00,2023-05-04,223,216.0,9,4,23.96,795.91,125,87,12.0,10640.72,92.24,Critical,High Risk,9.015025041736227,2023,May,4
SKU_11694,Bakery,C,Global Retail Supply,Mumbai Warehouse,2024-09-06 00:00:00,2024-10-27,64,372.0,10,9,24.85,947.95,138,92,9.0,21467.08,98.97,Normal,Low Risk,14.969818913480884,2024,October,27
SKU_11158,Dairy,A,Global Retail Supply,Kolkata Warehouse,2025-01-30 00:00:00,2025-02-12,358,415.0,14,12,39.15,881.97,91,21,4.0,8912.42,89.33,Critical,High Risk,10.600255427841635,2025,February,12
SKU_13752,Bakery,C,Metro Supply Co,Delhi Warehouse,2024-10-08 00:00:00,2024-10-16,231,367.0,6,10,19.57,572.77,147,51,12.0,12230.31,97.64,Overstock,Low Risk,18.75319366377108,2024,October,16
SKU_13125,Beverages,C,FreshMart Suppliers,Chennai Warehouse,2025-03-05 00:00:00,2025-04-05,31,644.0,17,10,35.9,1413.85,100,59,14.0,42295.34,93.84,Low Stock,High Risk,17.938718662952645,2025,April,5
SKU_12801,Personal Care,B,NextGen Traders,Bangalore Warehouse,2023-12-02 00:00:00,2024-01-25,115,495.0,8,4,31.48,721.95,127,61,11.0,56640.95,94.71,Low Stock,High Risk,15.724269377382464,2024,January,25
SKU_12615,Produce,A,Global Retail Supply,Delhi Warehouse,2023-05-21 00:00:00,2023-07-08,31,460.0,6,5,45.53,1016.43,124,45,10.0,32666.78,93.87,Low Stock,High Risk,10.103228640456841,2023,July,8
SKU_10319,Frozen Foods,A,Global Retail Supply,Chennai Warehouse,2023-04-07 00:00:00,2023-06-06,36,527.0,3,10,35.14,774.42,91,51,12.0,52156.45,84.06,Overstock,Low Risk,14.997154240182129,2023,June,6
SKU_11755,Produce,B,NextGen Traders,Kolkata Warehouse,2024-03-09 00:00:00,2023-08-14,384,492.0,11,2,31.68,690.77,101,50,6.0,49839.67,96.53,Low Stock,High Risk,15.530303030303031,2023,August,14
SKU_16574,Dairy,B,NextGen Traders,Kolkata Warehouse,2023-03-10 00:00:00,2023-04-11,58,418.0,5,4,34.35,1326.97,119,85,12.0,10888.94,96.93,Low Stock,High Risk,12.168850072780204,2023,April,11
SKU_14438,Beverages,A,NextGen Traders,Mumbai Warehouse,2024-02-25 00:00:00,2024-03-15,209,410.0,10,0,26.9,796.8,166,36,14.0,33596.82,82.07,Low Stock,High Risk,15.241635687732343,2024,March,15
SKU_10245,Beverages,A,Urban Wholesale,Mumbai Warehouse,2023-02-17 00:00:00,2023-06-16,293,409.0,11,8,42.09,904.39,106,70,9.0,45975.55,97.29,Low Stock,High Risk,9.71727251128534,2023,June,16
SKU_14523,Dairy,B,Global Retail Supply,Delhi Warehouse,2024-05-31 00:00:00,2024-09-06,168,481.0,8,11,35.9,872.88,61,76,9.0,32942.3,84.0,Low Stock,High Risk,13.3983286908078,2024,September,6
SKU_12110,Personal Care,B,Urban Wholesale,Delhi Warehouse,2023-07-08 00:00:00,2023-08-18,359,371.0,14,11,26.34,887.27,149,51,13.0,18539.99,84.08,Overstock,Low Risk,14.085041761579348,2023,August,18
SKU_13859,Frozen Foods,C,Metro Supply Co,Bangalore Warehouse,2023-10-17 00:00:00,2023-11-05,168,401.0,6,6,42.69,1208.0,71,52,13.0,37477.12,89.99,Normal,Low Risk,9.393300538767862,2023,November,5
SKU_10506,Bakery,C,Global Retail Supply,Mumbai Warehouse,2023-10-30 00:00:00,2024-02-12,331,525.0,4,13,38.13,963.43,140,89,6.0,29108.89,82.01,Overstock,Low Risk,13.768686073957513,2024,February,12
SKU_16098,Frozen Foods,C,Global Retail Supply,Chennai Warehouse,2023-07-21 00:00:00,2023-11-10,324,439.0,5,0,37.81,1499.54,145,39,13.0,33865.24,94.73,Low Stock,High Risk,11.610685003967204,2023,November,10
SKU_15965,Produce,C,Metro Supply Co,Mumbai Warehouse,2024-01-04 00:00:00,2024-02-16,307,477.0,8,8,39.72,1196.08,83,97,7.0,24156.7,97.09,Critical,High Risk,12.009063444108762,2024,February,16
SKU_10216,Frozen Foods,C,Metro Supply Co,Delhi Warehouse,2023-03-21 00:00:00,2023-07-17,263,333.0,0,7,33.78,1056.75,165,72,9.0,8091.67,91.31,Low Stock,High Risk,9.857904085257548,2023,July,17
SKU_14011,Dairy,A,NextGen Traders,Kolkata Warehouse,2024-03-15 00:00:00,2024-06-03,370,230.0,9,9,32.98,1081.17,132,27,5.0,25028.95,82.54,Critical,High Risk,6.9739235900545795,2024,June,3
SKU_14315,Household,A,Prime Distribution,Bangalore Warehouse,2025-02-10 00:00:00,2025-02-18,102,505.0,12,12,24.78,838.59,106,61,8.0,13293.95,84.05,Low Stock,High Risk,20.379338175948345,2025,February,18
SKU_10957,Bakery,A,Metro Supply Co,Bangalore Warehouse,2025-02-26 00:00:00,2025-05-22,191,321.0,15,7,12.8,320.03,78,55,6.0,21189.62,88.36,Normal,Low Risk,25.078125,2025,May,22
SKU_13375,Snacks,C,Global Retail Supply,Bangalore Warehouse,2023-03-06 00:00:00,2023-06-29,110,457.0,11,8,27.65,754.25,136,67,9.0,51798.75,98.18,Low Stock,High Risk,16.528028933092227,2023,June,29
SKU_16286,Bakery,B,Metro Supply Co,Bangalore Warehouse,2024-04-22 00:00:00,2024-07-21,77,461.0,9,10,39.78,1186.705505836576,146,57,12.0,10764.14,87.01,Overstock,Low Risk,11.588738059326294,2024,July,21
SKU_13133,Frozen Foods,B,Metro Supply Co,Delhi Warehouse,2023-11-20 00:00:00,2024-02-13,278,685.0,15,10,41.51,851.4,149,40,10.0,56097.83,90.36,Low Stock,High Risk,16.502047699349554,2024,February,13
SKU_14838,Bakery,A,Metro Supply Co,Delhi Warehouse,2024-02-29 00:00:00,2025-02-01,106,477.0,9,1,24.74,703.31,134,26,9.0,32420.77,97.85,Overstock,Low Risk,19.280517380759903,2025,February,1
SKU_13316,Beverages,A,Metro Supply Co,Chennai Warehouse,2023-09-27 00:00:00,2023-12-29,330,656.0,18,11,29.13,1142.8,140,65,10.0,47015.29,91.45,Critical,High Risk,22.519739100583593,2023,December,29
SKU_14943,Produce,C,Global Retail Supply,Kolkata Warehouse,2023-10-05 00:00:00,2023-12-28,72,335.0,8,5,28.33,1117.56,76,55,10.0,32622.45,85.82,Overstock,Low Risk,11.824920578891636,2023,December,28
SKU_14168,Beverages,C,Prime Distribution,Bangalore Warehouse,2023-05-14 00:00:00,2023-08-03,323,485.0,3,9,37.82,1117.62,135,91,9.0,28821.63,97.16,Overstock,Low Risk,12.823902696985721,2023,August,3
SKU_15295,Snacks,B,Prime Distribution,Bangalore Warehouse,2023-10-16 00:00:00,2023-11-11,264,161.0,14,11,31.21,940.18,123,62,4.0,6211.6,97.39,Low Stock,High Risk,5.158603011855175,2023,November,11
SKU_14089,Household,B,Metro Supply Co,Kolkata Warehouse,2023-05-21 00:00:00,2023-07-12,199,573.0,0,10,19.94,667.86,90,76,10.0,39839.84,95.29,Critical,High Risk,28.73620862587763,2023,July,12
SKU_10333,Personal Care,A,Global Retail Supply,Mumbai Warehouse,2023-08-17 00:00:00,2023-11-11,357,411.0,2,6,43.9,1395.1,137,70,10.0,14749.09,90.685,Critical,High Risk,9.362186788154897,2023,November,11
SKU_13929,Beverages,C,FreshMart Suppliers,Kolkata Warehouse,2024-03-08 00:00:00,2024-06-24,258,575.0,8,10,27.75,1044.62,96,23,11.0,17844.29,86.63,Overstock,Low Risk,20.72072072072072,2024,June,24
SKU_16543,Personal Care,C,Global Retail Supply,Chennai Warehouse,2024-06-08 00:00:00,2024-09-26,357,381.0,4,8,27.42,847.84,118,103,13.0,33389.15,90.77,Normal,Low Risk,13.894967177242888,2024,September,26
SKU_15262,Snacks,C,Prime Distribution,Kolkata Warehouse,2024-09-20 00:00:00,2024-09-26,44,638.0,4,8,42.11,1110.55,111,68,5.0,66464.66,82.61,Low Stock,High Risk,15.150795535502256,2024,September,26
SKU_12927,Frozen Foods,C,Prime Distribution,Delhi Warehouse,2024-04-18 00:00:00,2024-05-24,39,444.0,14,11,11.98,281.57,115,87,8.0,51501.34,97.68,Overstock,Low Risk,37.06176961602671,2024,May,24
