SKU_ID,Category,ABC_Class,Supplier_Name,Warehouse_Location,Received_Date,Last_Purchase_Date,Stock_Age_Days,Quantity_On_Hand,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Reorder_Point,Safety_Stock,Lead_Time_Days,Total_Inventory_Value_USD,Supplier_OnTime_Pct,Inventory_Status
SKU_16218,Produce,C,Urban Wholesale,Chennai Warehouse,2024-09-22 00:00:00,2024-10-22,150,513.0,10,7,29.6,768.63,92,76,5.0,17983.99,83.59,Critical
SKU_12377,Produce,B,Urban Wholesale,Mumbai Warehouse,2025-01-09 00:00:00,2025-02-09,102,485.0,10,9,37.27,1000.73,87,92,12.0,29384.9,85.4,Normal
SKU_14590,Frozen Foods,C,FreshMart Suppliers,Bangalore Warehouse,2024-07-30 00:00:00,2024-11-09,276,349.0,9,12,37.2,1379.66,160,52,15.0,7539.44,87.93,Low Stock
SKU_15902,Dairy,C,FreshMart Suppliers,Mumbai Warehouse,2024-02-19 00:00:00,2024-07-19,118,396.0,9,5,42.52,1516.51,89,34,7.0,24817.57,86.57,Critical
SKU_15439,Beverages,B,Urban Wholesale,Chennai Warehouse,2024-09-02 00:00:00,2024-11-26,23,417.0,13,7,21.97,700.37,105,63,3.0,18247.4,89.72,Low Stock
SKU_11410,Dairy,C,Prime Distribution,Kolkata Warehouse,2024-08-04 00:00:00,2024-10-29,398,427.0,3,6,48.91,1146.78,129,59,15.0,50527.13,93.57,Low Stock
SKU_16516,Snacks,A,Prime Distribution,Delhi Warehouse,2023-10-29 00:00:00,2024-02-21,199,549.0,8,6,32.2,1278.9,112,40,15.0,40850.98,98.16,Critical
SKU_16555,Household,B,Prime Distribution,Chennai Warehouse,2023-05-30 00:00:00,2023-06-26,316,333.0,9,3,27.87,585.92,85,79,9.0,27270.76,89.49,Low Stock
SKU_15360,Beverages,B,Urban Wholesale,Delhi Warehouse,2025-03-16 00:00:00,2025-06-05,249,338.0,17,3,39.78,1336.38,105,68,10.0,11758.3,94.21,Critical
SKU_11005,Personal Care,C,Metro Supply Co,Bangalore Warehouse,2024-02-10 00:00:00,2023-03-04,288,566.0,2,4,12.14,444.97,96,75,8.0,49440.19,96.89,Low Stock
SKU_10296,Household,A,Prime Distribution,Kolkata Warehouse,2024-05-26 00:00:00,2024-08-16,189,430.0,10,5,31.84,1015.01,138,84,9.0,30910.65,98.62,Critical
SKU_11163,Personal Care,B,Prime Distribution,Bangalore Warehouse,2023-12-16 00:00:00,2023-12-23,223,331.0,2,6,45.85,1434.31,119,72,14.0,36252.7,91.86,Low Stock
SKU_13482,Frozen Foods,B,FreshMart Suppliers,Chennai Warehouse,2023-07-22 00:00:00,2023-11-03,62,184.0,12,8,25.97,551.99,72,90,13.0,8623.85,88.25,Normal
SKU_14758,Beverages,C,FreshMart Suppliers,Delhi Warehouse,2025-04-04 00:00:00,2025-05-15,368,425.0,22,4,30.71,933.45,96,47,12.0,19863.03,98.72,Critical
SKU_15229,Produce,A,Urban Wholesale,Mumbai Warehouse,2023-06-28 00:00:00,2023-09-12,104,470.0,7,13,45.15,1629.85,131,72,5.0,34153.66,85.26,Normal
SKU_10743,Snacks,B,FreshMart Suppliers,Chennai Warehouse,2023-08-24 00:00:00,2023-09-17,228,358.0,10,11,58.82,1218.59,144,83,8.0,15946.34,94.0,Overstock
SKU_16114,Snacks,A,FreshMart Suppliers,Bangalore Warehouse,2023-11-05 00:00:00,2023-11-27,284,583.0,13,10,38.7,1368.74,114,45,11.0,39775.59,95.48,Normal
SKU_16269,Produce,B,Metro Supply Co,Kolkata Warehouse,2024-03-12 00:00:00,2024-03-26,288,534.0,11,11,50.65,1174.54,74,44,8.0,55067.37,91.91,Overstock
SKU_12764,Produce,A,NextGen Traders,Bangalore Warehouse,2024-10-28 00:00:00,2025-01-12,301,380.0,11,7,32.53,929.48,83,18,12.0,32483.69,88.16,Normal
SKU_15953,Bakery,B,Prime Distribution,Delhi Warehouse,2024-11-28 00:00:00,2024-11-30,133,771.0,16,4,49.33,1433.46,67,87,2.0,38823.08,84.25,Low Stock
SKU_10752,Bakery,B,Urban Wholesale,Kolkata Warehouse,2024-01-03 00:00:00,2024-03-29,233,562.0,5,12,29.52,647.14,79,74,13.0,31180.1,85.4,Critical
SKU_16137,Produce,B,Global Retail Supply,Mumbai Warehouse,2023-07-27 00:00:00,2023-08-19,128,486.0,5,11,30.64,671.22,56,50,9.0,26564.23,93.06,Critical
SKU_13213,Beverages,B,NextGen Traders,Delhi Warehouse,2025-02-02 00:00:00,2025-04-25,234,336.0,18,10,1.0,33.38,105,32,10.0,10385.59,91.36,Overstock
SKU_12549,Household,A,Prime Distribution,Mumbai Warehouse,2023-04-05 00:00:00,2023-04-21,158,580.0,0,11,28.79,652.11,97,65,5.0,42008.82,96.47,Low Stock
SKU_10346,Produce,C,Global Retail Supply,Chennai Warehouse,2024-07-20 00:00:00,2024-07-28,279,392.0,9,1,40.14,1477.79,137,58,13.0,39779.11,89.12,Overstock
SKU_15372,Bakery,C,Prime Distribution,Delhi Warehouse,2024-05-10 00:00:00,2024-05-17,357,281.0,3,15,33.26,1323.13,108,55,8.0,14127.06,93.73,Low Stock
SKU_16226,Bakery,A,Prime Distribution,Delhi Warehouse,2024-11-14 00:00:00,2024-12-26,268,404.0,16,6,26.86,960.52,130,73,8.0,8982.95,93.02,Overstock
SKU_13824,Snacks,C,NextGen Traders,Bangalore Warehouse,2024-04-15 00:00:00,2024-04-20,371,271.0,15,10,42.4,1088.25,108,63,10.0,12240.29,88.17,Low Stock
SKU_15982,Snacks,C,Prime Distribution,Chennai Warehouse,2024-04-12 00:00:00,2024-05-24,251,296.0,16,5,39.37,1564.36,80,56,13.0,34922.02,84.66,Critical
SKU_12572,Produce,B,Global Retail Supply,Chennai Warehouse,2024-11-14 00:00:00,2024-12-03,372,509.0,8,1,25.18,552.62,107,87,12.0,51937.62,92.55,Normal
SKU_13053,Bakery,A,Prime Distribution,Bangalore Warehouse,2024-10-21 00:00:00,2024-12-03,120,431.0,11,14,33.5,867.87,140,37,9.0,42347.54,84.82,Normal
SKU_12249,Household,C,Prime Distribution,Chennai Warehouse,2024-10-20 00:00:00,2024-11-08,242,454.0,5,11,49.82,1476.81,148,79,8.0,13099.95,83.28,Normal
SKU_10465,Frozen Foods,B,Prime Distribution,Bangalore Warehouse,2023-09-22 00:00:00,2023-10-01,364,437.0,5,5,46.87,1296.12,163,55,10.0,43019.55,85.75,Normal
SKU_12722,Frozen Foods,A,Urban Wholesale,Bangalore Warehouse,2024-03-14 12:00:00,2024-04-08,196,466.0,20,6,38.85,1239.2,190,48,10.0,37798.45,94.39,Overstock
SKU_11934,Produce,A,FreshMart Suppliers,Mumbai Warehouse,2023-11-15 00:00:00,2024-03-05,91,299.0,8,0,39.01,821.88,100,82,11.0,8309.03,90.74,Low Stock
SKU_12582,Produce,C,Prime Distribution,Mumbai Warehouse,2024-04-14 00:00:00,2024-05-21,94,340.0,8,4,42.98,1586.69,79,61,10.0,26406.38,82.49,Low Stock
SKU_12704,Snacks,A,Prime Distribution,Bangalore Warehouse,2025-03-28 00:00:00,2025-06-14,170,361.0,5,5,35.14,1048.2863618677043,98,61,8.0,29541.56,91.94,Overstock
SKU_10157,Dairy,C,Prime Distribution,Chennai Warehouse,2024-02-19 00:00:00,2025-03-26,246,461.0,14,0,55.88,1492.32,115,82,6.0,15165.53,90.62,Normal
SKU_10351,Bakery,B,Prime Distribution,Chennai Warehouse,2023-04-19 00:00:00,2023-07-01,181,448.0,12,9,35.76,1272.73,142,69,6.0,43969.43,96.75,Critical
SKU_12574,Bakery,C,NextGen Traders,Mumbai Warehouse,2024-07-11 00:00:00,2024-10-17,219,418.0,3,7,56.16,1435.74,104,63,12.0,32078.61,94.52,Overstock
SKU_15451,Household,B,Urban Wholesale,Bangalore Warehouse,2025-01-28 00:00:00,2025-03-07,24,446.0,7,9,40.93,1033.52,141,56,5.0,22985.9,83.47,Normal
SKU_15399,Dairy,B,Prime Distribution,Chennai Warehouse,2024-08-17 00:00:00,2024-09-25,246,400.0,13,5,14.79,302.14,41,51,10.0,16919.3,88.19,Low Stock
SKU_14292,Personal Care,B,Urban Wholesale,Chennai Warehouse,2024-07-04 00:00:00,2024-07-17,217,317.0,10,11,23.25,729.29,74,60,7.0,30070.62,95.42,Overstock
SKU_13765,Frozen Foods,B,Global Retail Supply,Delhi Warehouse,2023-08-08 00:00:00,2023-08-16,44,438.0,16,9,26.83,635.81,144,53,12.0,45691.24,82.79,Low Stock
SKU_11586,Dairy,B,Global Retail Supply,Delhi Warehouse,2025-02-06 00:00:00,2025-05-11,217,304.0,11,10,16.25,408.91,135,49,9.0,25858.43,93.42,Overstock
SKU_14899,Beverages,A,Metro Supply Co,Mumbai Warehouse,2024-09-27 00:00:00,2024-11-08,206,549.0,12,6,36.87,776.07,94,101,9.0,40030.21,96.0,Low Stock
SKU_11477,Personal Care,B,FreshMart Suppliers,Kolkata Warehouse,2024-07-26 00:00:00,2024-10-24,29,284.0,7,0,28.49,848.16,90,72,7.0,11818.7,96.42,Overstock
SKU_11893,Beverages,B,Urban Wholesale,Mumbai Warehouse,2023-02-03 00:00:00,2023-04-04,12,431.0,5,6,32.82,979.0767898832685,112,97,11.0,26669.92,87.34,Overstock
SKU_16266,Produce,B,Prime Distribution,Kolkata Warehouse,2023-08-12 00:00:00,2023-10-30,150,134.0,6,11,38.24,1302.56,132,23,8.0,12754.13,85.57,Low Stock
SKU_14375,Frozen Foods,B,Metro Supply Co,Mumbai Warehouse,2024-03-14 00:00:00,2024-05-16,95,443.0,12,17,43.39,1294.3979863813229,110,58,6.0,12146.46,94.34,Overstock
SKU_11867,Produce,C,Prime Distribution,Mumbai Warehouse,2024-03-20 00:00:00,2024-05-08,328,354.0,11,9,41.98,935.83,133,60,8.0,39231.75,90.63,Normal
SKU_14019,Beverages,B,Urban Wholesale,Chennai Warehouse,2023-10-05 00:00:00,2024-01-09,144,420.0,6,6,29.96,782.21,111,38,7.0,7764.69,94.69,Normal
SKU_12410,Dairy,B,Global Retail Supply,Chennai Warehouse,2025-04-03 00:00:00,2025-07-27,339,303.0,6,0,48.53,1906.4,53,54,6.0,17076.57,96.61,Critical
SKU_15043,Beverages,A,NextGen Traders,Delhi Warehouse,2024-02-11 00:00:00,2024-03-15,385,312.0,8,5,38.72,1223.84,116,45,10.0,14029.85,83.76,Normal
SKU_12462,Personal Care,B,Metro Supply Co,Kolkata Warehouse,2024-06-10 00:00:00,2024-06-19,34,553.0,7,1,40.33,1091.12,103,95,10.0,13609.22,90.4,Critical
SKU_10167,Dairy,C,Urban Wholesale,Bangalore Warehouse,2025-03-27 00:00:00,2025-06-02,225,522.0,13,9,36.04,913.05,118,44,9.0,13794.57,89.22,Normal
SKU_14077,Produce,C,Prime Distribution,Kolkata Warehouse,2024-07-25 00:00:00,2024-08-17,233,360.0,10,2,30.76,857.76,122,83,9.0,35575.29,92.92,Overstock
SKU_15517,Frozen Foods,A,FreshMart Suppliers,Delhi Warehouse,2023-03-30 00:00:00,2023-06-02,127,269.0,0,13,29.39,669.13,67,40,7.0,23627.47,87.5,Low Stock
SKU_13090,Household,A,Metro Supply Co,Delhi Warehouse,2024-09-08 00:00:00,2024-12-24,395,458.0,6,3,49.38,1342.15,130,32,9.0,31081.81,91.84,Overstock
SKU_15079,Household,A,Global Retail Supply,Delhi Warehouse,2023-01-05 00:00:00,2023-03-16,308,452.0,5,17,29.67,830.15,111,65,5.0,43862.65,87.03,Critical
SKU_13260,Snacks,B,Urban Wholesale,Bangalore Warehouse,2024-02-07 00:00:00,2024-03-08,121,588.0,11,11,42.46,1266.24,53,59,9.0,15882.07,82.66,Low Stock
SKU_13165,Household,A,Urban Wholesale,Bangalore Warehouse,2023-05-07 00:00:00,2023-08-28,290,436.0,0,13,37.24,874.54,116,82,13.0,41724.64,86.46,Normal
SKU_15077,Bakery,C,Metro Supply Co,Delhi Warehouse,2025-03-30 00:00:00,2025-05-10,54,416.0,20,12,26.92,1075.01,135,47,11.0,17591.59,87.44,Low Stock
SKU_13218,Produce,A,FreshMart Suppliers,Chennai Warehouse,2024-12-07 00:00:00,2024-12-28,243,476.0,7,11,29.32,752.6,73,87,6.0,37810.27,87.99,Low Stock
SKU_12273,Frozen Foods,A,Prime Distribution,Bangalore Warehouse,2024-03-14 12:00:00,2025-01-09,43,383.0,5,5,37.01,812.58,135,28,9.0,12067.87,88.72,Low Stock
SKU_16340,Bakery,B,FreshMart Suppliers,Chennai Warehouse,2024-10-27 00:00:00,2024-11-26,41,570.0,9,5,44.32,1311.98,85,65,13.0,20787.44,89.33,Critical
SKU_16233,Dairy,C,Metro Supply Co,Kolkata Warehouse,2024-02-19 00:00:00,2025-02-25,71,351.0,11,5,52.13,1262.54,90,49,5.0,8919.36,98.96,Normal
SKU_15696,Snacks,A,FreshMart Suppliers,Delhi Warehouse,2024-01-31 00:00:00,2024-04-25,345,479.0,10,7,40.83,1203.53,153,70,13.0,52525.98,90.35,Overstock
SKU_15140,Dairy,B,Prime Distribution,Bangalore Warehouse,2024-01-28 00:00:00,2024-05-16,271,597.0,17,13,37.35,1283.29,109,85,7.0,24537.29,85.62,Low Stock
SKU_15465,Frozen Foods,B,Metro Supply Co,Bangalore Warehouse,2025-01-01 00:00:00,2025-01-19,259,456.0,7,18,32.14,1162.04,107,82,9.0,29462.98,84.83,Normal
SKU_12210,Beverages,B,Metro Supply Co,Kolkata Warehouse,2025-04-01 00:00:00,2025-07-03,210,486.0,4,12,48.23,1438.7834727626457,93,56,9.0,51538.05,84.01,Critical
SKU_13844,Household,B,Prime Distribution,Kolkata Warehouse,2024-12-20 00:00:00,2025-03-28,179,419.0,13,12,21.51,692.11,86,53,19.0,14826.12,85.9,Critical
SKU_15102,Frozen Foods,A,Metro Supply Co,Mumbai Warehouse,2024-04-02 00:00:00,2024-04-21,91,624.0,21,10,38.66,1433.55,83,98,10.0,28598.5,91.43,Critical
SKU_13357,Household,B,NextGen Traders,Mumbai Warehouse,2023-03-02 00:00:00,2023-04-21,224,431.0,10,3,33.61,1070.08,109,81,11.0,44253.81,98.03,Low Stock
SKU_10373,Frozen Foods,C,Urban Wholesale,Mumbai Warehouse,2024-10-10 00:00:00,2024-12-04,24,283.0,8,7,40.99,1150.5,140,45,10.0,32959.15,88.52,Overstock
SKU_14768,Dairy,A,Urban Wholesale,Bangalore Warehouse,2023-07-29 00:00:00,2023-11-18,205,511.0,11,9,29.01,990.75,115,75,12.0,33558.63,98.06,Normal
SKU_14104,Snacks,C,FreshMart Suppliers,Chennai Warehouse,2024-05-16 00:00:00,2024-06-12,393,478.0,4,6,22.0,580.88,114,63,8.0,9116.91,98.48,Low Stock
SKU_10308,Household,A,Metro Supply Co,Chennai Warehouse,2024-02-15 00:00:00,2024-02-24,164,374.0,8,13,40.58,1523.37,86,64,11.0,39769.4,95.15,Normal
SKU_15180,Frozen Foods,C,Urban Wholesale,Kolkata Warehouse,2024-08-23 00:00:00,2024-11-22,245,448.0,15,14,33.8,1201.7,79,33,7.0,34729.33,87.68,Overstock
SKU_13771,Personal Care,A,Metro Supply Co,Chennai Warehouse,2024-03-17 00:00:00,2024-07-14,329,510.0,11,7,31.98,1077.27,189,90,11.0,9433.53,98.45,Low Stock
SKU_15368,Snacks,B,Global Retail Supply,Chennai Warehouse,2025-01-15 00:00:00,2025-02-03,22,519.0,16,2,29.0,865.1196498054475,160,61,11.0,43317.13,85.02,Overstock
SKU_10611,Frozen Foods,C,NextGen Traders,Mumbai Warehouse,2025-01-12 00:00:00,2025-02-18,34,304.0,9,9,55.93,1400.37,74,83,10.0,6527.57,92.53,Normal
SKU_12077,Household,B,Global Retail Supply,Bangalore Warehouse,2025-02-21 00:00:00,2025-03-15,75,268.0,11,13,35.39,1140.72,126,83,5.0,14498.26,96.1,Low Stock
SKU_15223,Produce,B,Metro Supply Co,Kolkata Warehouse,2023-12-31 00:00:00,2024-01-19,294,292.0,13,7,44.92,1631.6,130,33,10.0,21352.27,83.45,Overstock
SKU_11090,Dairy,B,NextGen Traders,Delhi Warehouse,2024-08-03 00:00:00,2024-11-13,260,548.0,5,11,42.04,1507.0,175,51,6.0,25984.88,98.48,Overstock
SKU_13100,Frozen Foods,C,FreshMart Suppliers,Mumbai Warehouse,2024-12-06 00:00:00,2025-02-13,93,353.0,11,8,52.44,1854.89,174,48,13.0,31918.45,84.19,Low Stock
SKU_16659,Frozen Foods,C,FreshMart Suppliers,Chennai Warehouse,2023-04-23 00:00:00,2023-07-21,153,339.0,15,8,35.78,1412.99,97,66,10.0,34516.8,85.51,Low Stock
SKU_16460,Produce,A,Urban Wholesale,Kolkata Warehouse,2023-03-24 00:00:00,2023-05-12,278,437.0,13,10,35.2,1181.6,131,48,9.0,42131.62,90.33,Normal
SKU_11886,Beverages,A,NextGen Traders,Chennai Warehouse,2024-01-11 00:00:00,2024-03-15,380,346.0,10,10,21.79,797.73,212,60,10.0,31296.14,82.31,Low Stock
SKU_15290,Beverages,C,Prime Distribution,Bangalore Warehouse,2023-10-29 00:00:00,2023-11-27,75,469.0,4,3,19.45,394.89,88,70,11.0,15098.24,90.3,Critical
SKU_14505,Snacks,B,Metro Supply Co,Chennai Warehouse,2023-02-27 00:00:00,2023-05-11,115,363.0,11,3,17.78,454.65,184,62,10.0,30226.01,93.29,Low Stock
SKU_11558,Bakery,A,Metro Supply Co,Bangalore Warehouse,2024-03-20 00:00:00,2024-05-21,375,319.0,11,5,28.03,713.19,117,66,5.0,36325.77,87.11,Overstock
SKU_15433,Dairy,B,Prime Distribution,Bangalore Warehouse,2025-03-30 00:00:00,2025-04-25,329,487.0,10,7,41.14,1429.87,106,67,9.0,17740.72,89.53,Critical
SKU_15453,Beverages,C,NextGen Traders,Chennai Warehouse,2023-01-07 00:00:00,2023-01-16,236,598.0,10,5,34.93,1371.21,144,55,11.0,62299.35,83.48,Overstock
SKU_13682,Produce,B,FreshMart Suppliers,Chennai Warehouse,2024-08-06 00:00:00,2024-09-28,172,277.0,13,5,4.45,157.75,193,48,8.0,8698.71,85.56,Overstock
SKU_12647,Personal Care,B,FreshMart Suppliers,Mumbai Warehouse,2024-09-13 00:00:00,2024-12-01,104,264.0,13,7,47.85,1649.32,83,58,11.0,14920.76,96.53,Overstock
SKU_14254,Snacks,C,FreshMart Suppliers,Kolkata Warehouse,2023-02-19 00:00:00,2023-03-24,14,418.0,7,0,17.35,688.27,97,70,10.0,41426.56,85.64,Overstock
SKU_10322,Personal Care,B,Prime Distribution,Delhi Warehouse,2024-05-23 00:00:00,2024-05-27,100,269.0,11,11,30.79,851.48,41,63,11.0,16548.81,88.02,Normal
SKU_10248,Bakery,B,FreshMart Suppliers,Bangalore Warehouse,2023-04-11 00:00:00,2023-06-06,319,293.0,4,11,52.11,1284.14,116,56,10.0,7545.88,92.29,Critical
SKU_13971,Frozen Foods,C,Prime Distribution,Bangalore Warehouse,2025-02-01 00:00:00,2025-03-24,125,462.0,8,1,42.32,1665.25,126,45,6.0,15490.58,95.08,Normal
SKU_13782,Snacks,B,Global Retail Supply,Mumbai Warehouse,2023-04-04 00:00:00,2023-07-13,19,624.0,5,15,46.99,1572.71,161,66,13.0,21272.62,97.82,Overstock
SKU_11550,Frozen Foods,C,Metro Supply Co,Bangalore Warehouse,2023-04-14 00:00:00,2023-05-03,265,316.0,13,7,31.14,1086.37,95,44,10.0,23789.17,83.02,Normal
SKU_13816,Produce,A,Prime Distribution,Delhi Warehouse,2024-06-20 00:00:00,2024-09-01,262,409.0,9,3,52.48,1632.79,105,66,10.0,40062.25,88.13,Low Stock
SKU_14828,Snacks,C,FreshMart Suppliers,Bangalore Warehouse,2023-04-14 00:00:00,2023-07-18,307,372.0,0,1,24.32,898.74,81,65,15.0,21183.08,86.12,Low Stock
SKU_16162,Household,B,Urban Wholesale,Chennai Warehouse,2024-03-24 00:00:00,2024-04-18,398,200.0,8,11,25.95,932.3,141,30,10.0,8643.83,83.0,Low Stock
SKU_14629,Personal Care,A,NextGen Traders,Chennai Warehouse,2024-07-24 00:00:00,2024-10-05,247,334.0,4,4,44.56,1657.46,120,85,11.0,7689.41,88.12,Overstock
SKU_11471,Household,A,Urban Wholesale,Chennai Warehouse,2023-04-10 00:00:00,2023-04-17,384,608.0,15,9,54.07,1479.41,90,97,7.0,50992.2,98.51,Normal
SKU_16629,Personal Care,C,FreshMart Suppliers,Mumbai Warehouse,2023-08-21 00:00:00,2023-10-20,384,401.0,7,6,38.55,1343.56,163,56,7.0,26099.25,89.41,Overstock
SKU_10091,Produce,A,Prime Distribution,Kolkata Warehouse,2025-04-20 00:00:00,2025-04-21,342,428.0,3,2,31.64,811.78,170,54,5.0,20737.75,91.98,Critical
SKU_13861,Personal Care,A,Metro Supply Co,Bangalore Warehouse,2024-03-03 00:00:00,2024-03-13,16,532.0,9,7,37.68,988.94,161,81,12.0,48809.75,94.71,Low Stock
SKU_10318,Beverages,B,Prime Distribution,Kolkata Warehouse,2024-02-10 00:00:00,2024-04-16,94,590.0,6,0,45.08,945.73,99,75,4.0,28604.23,95.94,Low Stock
SKU_13585,Produce,A,Metro Supply Co,Mumbai Warehouse,2024-02-17 00:00:00,2024-04-04,80,436.0,11,15,26.28,853.7,103,65,9.0,32030.06,93.75,Low Stock
SKU_16472,Produce,A,Metro Supply Co,Bangalore Warehouse,2024-03-28 00:00:00,2024-07-25,219,499.0,15,14,21.47,640.4868579766537,78,83,13.0,23145.21,91.84,Low Stock
SKU_14577,Beverages,C,Metro Supply Co,Mumbai Warehouse,2025-03-13 00:00:00,2025-05-31,170,446.0,15,3,35.12,719.82,138,39,10.0,31716.04,84.71,Overstock
SKU_16457,Bakery,C,Global Retail Supply,Mumbai Warehouse,2024-03-16 00:00:00,2024-05-19,379,528.0,9,0,30.16,1093.04,104,59,14.0,38954.01,87.61,Low Stock
SKU_12252,Beverages,A,Urban Wholesale,Delhi Warehouse,2023-01-31 00:00:00,2023-05-27,296,601.0,12,7,26.12,616.53,117,55,6.0,36148.52,90.28,Critical
SKU_11046,Beverages,C,Metro Supply Co,Mumbai Warehouse,2025-02-27 00:00:00,2025-04-02,326,365.0,11,9,42.08,1396.43,155,68,5.0,16806.94,97.89,Normal
SKU_13107,Bakery,C,Global Retail Supply,Kolkata Warehouse,2023-04-13 00:00:00,2023-05-26,78,579.0,9,6,16.85,582.63,140,93,8.0,16031.55,88.92,Normal
SKU_11103,Frozen Foods,A,FreshMart Suppliers,Mumbai Warehouse,2024-10-05 00:00:00,2024-11-14,324,592.0,10,8,51.37,1766.25,77,34,5.0,67207.5,95.7,Low Stock
SKU_15151,Household,C,Global Retail Supply,Kolkata Warehouse,2023-04-12 00:00:00,2023-07-31,372,566.0,11,6,26.1,630.53,167,38,8.0,27674.73,91.81,Overstock
SKU_13470,Household,B,Urban Wholesale,Kolkata Warehouse,2023-02-24 00:00:00,2023-06-24,322,377.0,13,10,28.19,853.2,79,72,11.0,28904.26,94.37,Critical
SKU_12633,Frozen Foods,B,Global Retail Supply,Bangalore Warehouse,2023-03-09 00:00:00,2023-05-09,175,533.0,18,4,31.08,1162.26,95,63,8.0,48705.83,96.7,Overstock
SKU_16619,Dairy,B,NextGen Traders,Chennai Warehouse,2023-01-19 00:00:00,2023-05-07,201,458.0,9,11,35.8,741.42,107,75,4.0,40022.73,98.33,Normal
SKU_11323,Bakery,A,Metro Supply Co,Chennai Warehouse,2025-03-13 00:00:00,2025-03-17,78,599.0,13,4,25.67,683.63,140,55,4.0,65087.15,82.58,Low Stock
SKU_14862,Beverages,B,Metro Supply Co,Mumbai Warehouse,2024-10-04 00:00:00,2025-02-01,382,461.0,14,1,53.46,1998.44,154,70,12.0,10038.46,98.71,Normal
SKU_12970,Household,B,Metro Supply Co,Delhi Warehouse,2024-07-01 00:00:00,2024-09-30,137,384.0,3,10,39.83,1309.82,140,44,4.0,23607.15,95.53,Low Stock
SKU_14558,Frozen Foods,A,Global Retail Supply,Bangalore Warehouse,2024-03-20 00:00:00,2024-06-23,184,447.0,12,15,17.26,636.03,142,67,8.0,17378.97,93.65,Normal
SKU_13286,Snacks,B,FreshMart Suppliers,Mumbai Warehouse,2023-03-16 00:00:00,2023-07-14,66,391.0,14,11,9.81,337.76,119,52,11.0,7118.92,94.37,Overstock
SKU_16508,Household,A,NextGen Traders,Delhi Warehouse,2023-01-18 00:00:00,2023-03-29,307,554.0,9,13,30.51,640.37,111,37,10.0,30197.56,98.47,Overstock
SKU_12415,Snacks,A,FreshMart Suppliers,Chennai Warehouse,2024-04-04 00:00:00,2024-06-03,118,615.0,11,8,38.88,1313.93,209,37,7.0,50109.12,85.43,Overstock
SKU_13985,Snacks,B,NextGen Traders,Delhi Warehouse,2025-02-10 00:00:00,2025-05-19,97,528.0,7,3,38.59,1218.66,105,75,10.0,17938.61,95.95,Normal
SKU_11940,Frozen Foods,A,NextGen Traders,Mumbai Warehouse,2024-05-30 00:00:00,2024-06-11,207,426.0,5,0,48.5,1375.39,141,70,8.0,46181.07,88.92,Overstock
SKU_10265,Frozen Foods,C,Prime Distribution,Bangalore Warehouse,2023-04-29 00:00:00,2023-08-14,238,339.0,16,6,37.89,1470.64,127,57,12.0,11000.84,87.3,Critical
SKU_16139,Household,C,FreshMart Suppliers,Kolkata Warehouse,2024-10-18 00:00:00,2025-01-12,257,413.0,25,15,25.01,523.74,121,53,10.0,13109.4,91.76,Low Stock
SKU_15868,Personal Care,A,Urban Wholesale,Chennai Warehouse,2025-04-24 00:00:00,2025-06-01,27,199.0,20,13,28.7,893.22,157,87,4.0,12657.57,86.8,Normal
SKU_14576,Personal Care,A,Prime Distribution,Mumbai Warehouse,2024-03-10 00:00:00,2024-07-05,76,513.0,4,6,27.47,1053.41,143,50,16.0,16310.11,89.63,Normal
SKU_14305,Dairy,C,Global Retail Supply,Mumbai Warehouse,2025-04-18 00:00:00,2025-07-26,122,513.0,6,13,19.38,710.53,147,69,7.0,14546.29,82.68,Critical
SKU_12477,Personal Care,B,Prime Distribution,Chennai Warehouse,2024-10-16 00:00:00,2024-11-24,267,584.0,7,14,28.1,1014.01,133,53,9.0,47894.68,88.07,Overstock
SKU_11835,Personal Care,A,FreshMart Suppliers,Bangalore Warehouse,2023-01-26 00:00:00,2023-04-13,157,424.0,19,3,19.27,638.25,86,83,15.0,32387.15,95.72,Critical
SKU_15913,Dairy,A,NextGen Traders,Mumbai Warehouse,2023-08-29 00:00:00,2023-09-01,299,418.0,11,11,43.38,1570.44,102,72,11.0,49182.61,98.73,Normal
SKU_10014,Frozen Foods,A,Global Retail Supply,Kolkata Warehouse,2024-05-15 00:00:00,2024-05-18,162,420.0,8,2,30.79,684.69,109,43,9.0,23110.1,98.75,Normal
SKU_15523,Household,C,Global Retail Supply,Kolkata Warehouse,2023-08-06 00:00:00,2023-08-24,266,530.0,13,6,16.56,623.1,69,23,9.0,46675.98,96.12,Critical
SKU_11416,Dairy,A,Metro Supply Co,Bangalore Warehouse,2023-04-10 00:00:00,2023-07-16,249,333.0,13,10,37.9,787.85,159,49,9.0,35891.95,90.04,Critical
SKU_12229,Bakery,C,Urban Wholesale,Chennai Warehouse,2024-01-13 00:00:00,2024-05-09,370,592.0,6,7,37.45,802.38,145,60,6.0,39415.16,88.2,Low Stock
SKU_10008,Household,A,NextGen Traders,Chennai Warehouse,2025-04-21 00:00:00,2025-04-26,295,319.0,8,9,44.76,1615.88,105,56,6.0,18795.1,83.13,Critical
SKU_15634,Personal Care,B,Metro Supply Co,Kolkata Warehouse,2024-09-30 00:00:00,2024-12-06,273,437.0,14,11,55.78,1393.35,125,52,8.0,34058.66,92.9,Critical
